ID,Name,Gender,Age,OverAllRating,ReviewType,ReviewTitle,Benefits,Money,Experience,Purchase,claimsProcess,SpeedResolution,Fairness,ReviewDate,Review,Recommend,ColCount,,,,
870,coleseysp,Female,65 or over,4,Buyer review,Home contents Insurance,NA,NA,NA,NA,NA,NA,NA,7/10/2013,After reviewing several companies found  to be very competetive. Was able to ask questions on chat line pertaining to my personal preferences and also to print out for perusal before finally committing to buy.,I would recommend  to a friend,18,,,,
871,mikeypikey,Male,45 to 54,5,Claim review,great service,NA,NA,5,NA,5,5,5,6/10/2013,had to have my bath replaced on my insurance but  made it very easy and quickly sorted out,I would recommend  to a friend,18,,,,
872,tinaanne,Female,65 or over,5,Buyer review,New customer experience,4,5,5,5,NA,NA,NA,6/10/2013,Finding new house/contents insurance is a time consuming job but I found that s website was easy to understand and the forms easy to complete. The price was very competitive. A lot of companies do not provide a paper copy(or they charge) but  send your policy and detailed booklet within a few days.,I would recommend  to a friend,18,,,,
873,Sandy,Male,65 or over,5,Buyer review,Excellent value,5,5,5,5,NA,NA,NA,5/10/2013,Very good quote and slightly better terms compared to my current insurer. Good clear uncluttered website with the added benefit of being able to discuss doubts with a pleasant telephone advisor.,I would recommend  to a friend,18,,,,
874,mickeydee,Male,65 or over,5,Buyer review,NOT rocket Science,4,5,4,5,NA,NA,NA,5/10/2013,Simple and easy. Fill in the form with the correct detail. Get a quote!!! if SATISFIED pay your money and have a year of peace and tranquillity. I also have my car insurance thru  and it was just the same.,I would recommend  to a friend,18,,,,
875,pluto,Male,65 or over,5,Buyer review,time for change,5,5,5,5,NA,NA,NA,5/10/2013,Been with another provider for five yearsprices rising each year with no extra benefits. Enter . First contacted by email and i thought here we go again another provider aiming for business. As I already have car insurance with  i checked the details out. Wow! Great valuegood benefits and much much cheaper than my existing provider.Time for a change and with online benefits the deal was even better. Go !,I would recommend  to a friend,18,,,,
876,dannyboy,Female,35 to 44,5,Claim review,Fantastic Customer Service,NA,NA,5,NA,5,5,5,4/10/2013, dealt with my claim like they really wanted to help. The whole process with very quick and the service from start to finish was exceptional. Thank you  for your support.,I would recommend  to a friend,18,,,,
877,ralphie1,Male,65 or over,5,Buyer review,An Excellent Company .,5,5,5,5,NA,NA,NA,3/10/2013,"Yes very good service on the phone and a good website which is easy to use! and the
advisors know what they are talking about?
Makes a change doesnt it !",I would recommend  to a friend,18,,,,
878,ILDuro69,Male,45 to 54,5,Buyer review,Ease of use and saving money,5,4,4,4,NA,NA,NA,3/10/2013,"After having spent years tied into my Banks products I changed over to  on the advice of a work colleague who had saved pounds with . I was impressed with the ease of the navigation around the website the quote obtained (which was pounds cheaper) and the clear explanations meant it was easy to click to buy the policy. I really like the fact that I have not had to print my documents and can easily retrieve them electronically by the use of My Policy.
I have been so impressed I am now looking for a quote on my motor insurance. smiles all around. :>)",I would recommend  to a friend,18,,,,
879,eventuallysorteddoncaster,Female,45 to 54,4,Claim review,Good service,NA,NA,3,NA,4,4,2,3/10/2013,Having had a negative experience with the initial representative I was offered a second visit by a surveyor who was extremely supportive and verified that the leek had caused the damage in question. My experience of telephone staff the surveyor and workmen is extremely positive. The office staff displayed a very friendly approach and were supportive throughout they demonstrated excellent customer service skills which I felt was exceptional. The surveyor again was very supportive and the company that carried out repairs were very professional doing a really good job that has received much praise. Thank you,I would recommend  to a friend,18,,,,
880,NA,Female,65 or over,5,Buyer review,Easy to use website,5,5,5,5,NA,NA,NA,3/10/2013,I already had two car policies with  who have always provided good assistance when needed. Although I had made a claim this year it did not make any difference to them. The website is well thought out and you can print your policy documents if you want to or they are stored by them I would recommend them to anybody as they offer good service and are competitive with other companies.,I would recommend  to a friend,18,,,,
881,Meldon19,Male,65 or over,5,Buyer review,Great Customer Service,5,5,5,5,NA,NA,NA,3/10/2013,Easy to deal with and quick to understand our needs.,I would recommend  to a friend,18,,,,
882,Ladypen,Female,45 to 54,5,Buyer review,Excellent,4,4,5,5,NA,NA,NA,2/10/2013,Excellent customer service very clear and helpful advice without being pushy. Website was easy to negotiate. Best all round deal I could find.,I would recommend  to a friend,18,,,,
883,Sooty,Male,55 to 64,4,Buyer review,House Insurance,4,3,4,4,NA,NA,NA,2/10/2013,It did not take long to sort out what levels of cover I required.,I would recommend  to a friend,18,,,,
884,JoJoN,Female,35 to 44,5,Buyer review,Home and Landlords Insurance,5,5,5,5,NA,NA,NA,1/10/2013,Got a call from  about home insurance renewal as I have car insurance with them. Stephen the salesman was helpful not pushy and took time to go through two lengthy quotes. He called back at the time he said he would the next day to confirm the purchase. The premium was much less than quoted by other insurers - especially the landlords insurance.,I would recommend  to a friend,18,,,,
885,Heckmondwickean,Male,65 or over,5,Buyer review,Solid company with straight forward insurance policies,4,4,4,5,NA,NA,NA,1/10/2013,No problems getting a quote and setting up insurance cover. Minimum After sales pestering.,I would recommend  to a friend,18,,,,
886,busymum,Female,35 to 44,5,Buyer review,very good customer service,4,4,5,5,NA,NA,NA,1/10/2013,Helpful and quickly sorted everything. Good customer service. Would recommend.,I would recommend  to a friend,18,,,,
887,shazhoney,Female,45 to 54,5,Buyer review,excellent web service,5,5,5,5,NA,NA,NA,1/10/2013,excellent company  all good and helpfull hope the back up service is as goos should i need it,NA,18,,,,
888,daz1666,NA,35 to 44,1,Claim review,Very Poor Customer Service - Reasoable Settlement (Eventually!),NA,NA,1,NA,2,1,3,30/09/2013,"TV with smashed internal LCD screen...

I had to keep chasing. Weeks went by.

Wanted me to have time off work for an inspection when it was blatantly obvious it was a right off and a repair was not economically viable. Then the promised callbacks to arrange this did not happen.

In the end (due to the above problems) a manager accepted my photos and then a reasonable settlement was made within a matter of days (shame it took weeks to get to this point).

Then after I had been paid the inspection company called to arrange the inspection!!!",NA,18,,,,
889,Potter,Male,65 or over,4,Buyer review,great value,4,5,4,4,NA,NA,NA,30/09/2013,I saved a substantial amount on the renewal quotation from my existing insurer,I would recommend  to a friend,18,,,,
890,Busmanx91,Male,65 or over,5,Buyer review,Always Happy With ,5,5,5,5,NA,NA,NA,30/09/2013,"Old habits die hard but having had a car insurance with  I considered changing my Home & Contents as offered.
I received a quote for the same level of cover and excess which proved to be an outstanding saving on my original policy within minutes on line.
I telephoned  to make sure this was a true and accurate quote as I could not believe what I was seeing.
Needless to say the help and assistance I received from their telephone operative was first class and I duly took out their kind offer of a policy.",I would recommend  to a friend,18,,,,
891,MinnieMouse,Female,45 to 54,5,Buyer review,Fantastic price,5,5,5,5,NA,NA,NA,29/09/2013,Quick and easy to understand on line excellent price excellent cover for house and contents made a fantastic saving compared to my usual insurance company.,I would recommend  to a friend,18,,,,
892,pluton,Male,55 to 64,4,Buyer review,Good purchase experience just one flaw.,4,5,4,5,NA,NA,NA,29/09/2013,"The experience of buying from  was excellent the ability to change options and get a revised quote was simple and fast. Value for money looks great.
Just one flaw is that all those re-quotes will each remind you until the insurance comes live so if you edit the quote five times you can expect six emails every so often until the start date. It would be nice to be able to delete as well as retrieve quotes. Call centre cannot delete them either.
Ability to claim and administer online is great too. And if you ask they will supply a landline number to call.",I would recommend  to a friend,18,,,,
893,RUFFLES,Female,65 or over,5,Claim review,Friendly clear concise helpful advice.,NA,NA,5,NA,5,5,5,28/09/2013,As the police were already at my house when I arrived home my first phone call was to  right from the word go I had all the help and support I needed. I was walked through the process step by step. I was advised and helped with the pricing process and with how to obtain all the information  needed to complete my claim.  turned what could have been a traumatic experience into nothing more than an inconvenience and a nuisance.,I would recommend  to a friend,18,,,,
894,Paco,Male,65 or over,4,Buyer review,Paco,4,4,5,5,NA,NA,NA,28/09/2013,Easy telephone connection. Tele sales advisor seemed experienced very helpful and easy to deal with.,I would recommend  to a friend,18,,,,
